"produkt","wc_id","fraza","typ","wolumen","cpc_zl","nasz_url_gsc","pozycja_gsc","wyswietlenia_gsc","klikniecia_gsc","adresow_gsc"
"Węglanowe z magnezem granulowane","317","wapno granulowane","rodzaj ogólny","4400","0.8","/wapnowanie-gleby/","2.1","45","0","1"
"Węglanowe z magnezem granulowane","317","wapno węglanowe granulowane","rodzaj ogólny","390","0.58","/wapno-nawozowe-rolnictwo/weglanowe-granulowane/","21.8","143","0","3"
"Węglanowe z magnezem granulowane","317","wapno węglanowo magnezowe","rodzaj ogólny","170","0.72","/wapno-nawozowe-rolnictwo/weglanowe-magnez-odmiana-05/","17","10","0","2"
"Węglanowe z magnezem granulowane","317","wapno magnezowe czy węglanowe","porównania","10","","","","","",""
"Węglanowe z magnezem granulowane","317","wapno granulowane czy sypkie","porównania","50","2.52","/wapnowanie-gleby/","2","1","0","1"
"Węglanowe z magnezem granulowane","317","wapno nawozowe węglanowo magnezowe","rodzaj ogólny","<10","","","","","",""
"Węglanowe z magnezem granulowane","317","wapno magnezowe czy kizeryt","porównania","<10","","","","","",""
"Węglanowe z magnezem — Odmiana 04","318","wapno odmiana 04","nazwa / odmiana","30","","/wapno-nawozowe-rolnictwo/weglanowe-odmiana-04/","3.6","108","0","4"
"Węglanowe z magnezem — Odmiana 04","318","wapno nawozowe odmiana 04","nazwa / odmiana","10","","","","","",""
"Węglanowe z magnezem — Odmiana 04","318","dewonit","producent / kopalnia","10","1.78","","","","",""
"Węglanowe z magnezem — Odmiana 04","318","wapno dewonit","producent / kopalnia","10","1.26","","","","",""
"Węglanowe z magnezem — Odmiana 04","318","kopalnia jażwica","producent / kopalnia","390","","","","","",""
"Węglanowe z magnezem — Odmiana 04","318","industria kielce","producent — wolumen nie dotyczy wapna (plik #318 §5)","27100","2.45","","","","",""
"Węglanowe z magnezem — Odmiana 04","318","wapno magnezowe świętokrzyskie","producent / kopalnia","10","1.52","","","","",""
"Węglanowe z magnezem — Odmiana 04","318","wapno magnezowe dawkowanie","nazwa + dawka","20","","/wapnowanie-gleby/","6.9","28","0","1"
"Węglanowe z magnezem — Odmiana 04","318","ile wapna magnezowego na hektar","nazwa + dawka","90","5.58","/wapnowanie-gleby/","9.8","212","0","1"
"Węglanowe z magnezem — Odmiana 04","318","wapno magnezowe ile na hektar","nazwa + dawka","70","","/wapnowanie-gleby/","8.0","258","2","1"
"Węglanowe z magnezem — Odmiana 04","318","wapno magnezowe cena","nazwa + cena / forma","90","0.26","","","","",""
"Węglanowe z magnezem — Odmiana 04","318","wapno magnezowe cena za tonę","nazwa + cena / forma","140","0.81","/wapnowanie-gleby/","2.5","4","0","1"
"Węglanowe z magnezem — Odmiana 04","318","wapno magnezowe luzem","nazwa + cena / forma","40","0.65","/wapnowanie-gleby/","2","2","0","1"
"Węglanowe z magnezem — Odmiana 04","318","wapno węglanowe z magnezem odmiana 04","nazwa / odmiana","<10","","","","","",""
"Węglanowe z magnezem — Odmiana 04","318","wapno magnezowe odmiana 04","nazwa / odmiana","<10","","","","","",""
"Węglanowe z magnezem — Odmiana 04","318","jażwica","producent / kopalnia","<10","","","","","",""
"Węglanowe z magnezem — Odmiana 04","318","wapno jażwica","producent / kopalnia","<10","","","","","",""
"Węglanowe z magnezem — Odmiana 04","318","industria wapno","producent / kopalnia","<10","","","","","",""
"Węglanowe z magnezem — Odmiana 04","318","wapno chęciny","producent / kopalnia","<10","","","","","",""
"Węglanowe z magnezem — Odmiana 04","318","wapno magnezowe chęciny","producent / kopalnia","<10","","","","","",""
"Węglanowe z magnezem — Odmiana 04","318","wapno magnezowe sypkie","nazwa + cena / forma","30","0.68","","","","",""
"Węglanowe z magnezem — Odmiana 04","318","wapno węglanowe magnezowe","rodzaj ogólny","170","0.72","/wapno-nawozowe-rolnictwo/weglanowe-magnez-odmiana-05/","20.7","10","0","2"
"Węglanowe z magnezem — Odmiana 04","318","wapno węglanowe z magnezem","rodzaj ogólny","30","1.5","/wapno-nawozowe-rolnictwo/weglanowe-magnez-granulowane/","11.3","5","0","2"
"Węglanowe z magnezem — Odmiana 04","318","wapno magnezowe","rodzaj ogólny","1900","0.6","/wapno-nawozowe-rolnictwo/weglanowe-magnez-granulowane/","48.9","27","0","2"
"Węglanowe z magnezem — Odmiana 04","318","wapno nawozowe z magnezem","rodzaj ogólny","90","0.79","/wapno-nawozowe-rolnictwo/weglanowe-magnez-odmiana-05/","29","2","0","2"
"Węglanowe z magnezem — Odmiana 04","318","wapno magnezowe czy węglanowe","porównania","10","","","","","",""
"Węglanowe z magnezem — Odmiana 04","318","wapno magnezowe czy tlenkowe","porównania","<10","","","","","",""
"Węglanowe z magnezem — Odmiana 05","319","wapno odmiana 05","nazwa / odmiana","20","","/wapno-nawozowe-rolnictwo/weglanowe-magnez-odmiana-05/","2.9","60","0","2"
"Węglanowe z magnezem — Odmiana 05","319","dewonit","producent / kopalnia","10","1.78","","","","",""
"Węglanowe z magnezem — Odmiana 05","319","kopalnia laskowa","producent / kopalnia","320","4.24","","","","",""
"Węglanowe z magnezem — Odmiana 05","319","laskowa kopalnia","producent / kopalnia","50","","","","","",""
"Węglanowe z magnezem — Odmiana 05","319","kopalnia winna","producent / kopalnia","170","1.65","","","","",""
"Węglanowe z magnezem — Odmiana 05","319","dopłaty do wapnowania","nazwa + zastosowanie","70","1.37","/wapnowanie-gleby/","4","1","0","1"
"Węglanowe z magnezem — Odmiana 05","319","wapno magnezowe ile na hektar","nazwa + dawka","70","","/wapnowanie-gleby/","8.0","258","2","1"
"Węglanowe z magnezem — Odmiana 05","319","ile wapna magnezowego na hektar","nazwa + dawka","90","5.58","/wapnowanie-gleby/","9.8","212","0","1"
"Węglanowe z magnezem — Odmiana 05","319","wapno magnezowe cena","nazwa + cena / forma","90","0.26","","","","",""
"Węglanowe z magnezem — Odmiana 05","319","wapno magnezowe luzem cena","nazwa + cena / forma","70","0.4","/wapno-nawozowe-rolnictwo/weglanowe-magnez-odmiana-05/","2","1","0","1"
"Węglanowe z magnezem — Odmiana 05","319","wapno magnezowe odmiana 05","nazwa / odmiana","<10","","","","","",""
"Węglanowe z magnezem — Odmiana 05","319","wapno nawozowe odmiana 05","nazwa / odmiana","<10","","","","","",""
"Węglanowe z magnezem — Odmiana 05","319","wapno węglanowe z magnezem odmiana 05","nazwa / odmiana","<10","","","","","",""
"Węglanowe z magnezem — Odmiana 05","319","wapno łagów","producent / kopalnia","<10","","","","","",""
"Węglanowe z magnezem — Odmiana 05","319","wapno magnezowe łagów","producent / kopalnia","<10","","","","","",""
"Węglanowe z magnezem — Odmiana 05","319","kostomłoty kopalnia","producent / kopalnia","<10","","","","","",""
"Węglanowe z magnezem — Odmiana 05","319","producent wapna magnezowego","producent / kopalnia","<10","","/wapno-nawozowe-rolnictwo/weglanowe-magnez-odmiana-05/","40.9","33","0","1"
"Węglanowe z magnezem — Odmiana 05","319","wapno magnezowe producent","producent / kopalnia","<10","","/wapno-nawozowe-rolnictwo/weglanowe-magnez-odmiana-05/","29.3","13","0","2"
"Węglanowe z magnezem — Odmiana 05","319","wapno magnezowe na gleby lekkie","nazwa + zastosowanie","<10","","","","","",""
"Węglanowe z magnezem — Odmiana 05","319","wapno magnezowe do sadu","nazwa + zastosowanie","<10","","","","","",""
"Węglanowe z magnezem — Odmiana 05","319","wapno magnezowe cena za tonę","nazwa + cena / forma","140","0.81","/wapnowanie-gleby/","2.5","4","0","1"
"Węglanowe z magnezem — Odmiana 05","319","wapno magnezowe","rodzaj ogólny","1900","0.6","/wapno-nawozowe-rolnictwo/weglanowe-magnez-granulowane/","48.9","27","0","2"
"Węglanowe z magnezem — Odmiana 05","319","wapno węglanowo magnezowe","rodzaj ogólny","170","0.72","/wapno-nawozowe-rolnictwo/weglanowe-magnez-odmiana-05/","17","10","0","2"
"Węglanowe z magnezem — Odmiana 05","319","nawóz wapniowo magnezowy","rodzaj ogólny","260","0.83","","","","",""
"Węglanowe z magnezem — Odmiana 05","319","wapno nawozowe z magnezem","rodzaj ogólny","90","0.79","/wapno-nawozowe-rolnictwo/weglanowe-magnez-odmiana-05/","29","2","0","2"
"Węglanowe z magnezem — Odmiana 05","319","wapno magnezowe czy węglanowe","porównania","10","","","","","",""
"Węglanowe z magnezem — Odmiana 05","319","najtańsze wapno magnezowe","nazwa + cena / forma","<10","","","","","",""
"Węglanowe z magnezem — Odmiana 05","319","wapno magnezowe czy dolomit","porównania","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno węglanowe odmiana 04","nazwa","10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno odmiana 04","nazwa","30","","/wapno-nawozowe-rolnictwo/weglanowe-odmiana-04/","3.6","108","0","4"
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno nawozowe odmiana 04","nazwa","10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno węglanowe bez magnezu","nazwa","10","0.55","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno bez magnezu","nazwa","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno węglanowe sypkie","nazwa","20","1.32","/wapno-nawozowe-rolnictwo/weglanowe-magnez-odmiana-05/","8","6","0","2"
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","bukowiak","nazwa (marka z atrybutu)","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno bukowiak","nazwa (marka z atrybutu)","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","opolwiak","nazwa (marka z atrybutu)","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno opolwiak","nazwa (marka z atrybutu)","10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","opolwiak premium","nazwa (marka z atrybutu)","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno węglanowe na gleby lekkie","nazwa+zastosowanie","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno węglanowe do sadu","nazwa+zastosowanie","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno węglanowe zastosowanie","nazwa+zastosowanie","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","ile wapna węglanowego na hektar","nazwa+dawka","40","3.76","/wapnowanie-gleby/","8.1","134","0","1"
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno węglanowe ile na hektar","nazwa+dawka","20","2.82","/wapnowanie-gleby/","5.9","115","2","1"
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno węglanowe dawkowanie","nazwa+dawka","40","2.22","/wapnowanie-gleby/","17.6","13","0","1"
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno węglanowe cena","nazwa+cena","70","0.91","/wapnowanie-gleby/","2","1","0","1"
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno węglanowe cena za tonę","nazwa+cena","90","0.81","/wapnowanie-gleby/","2","1","0","1"
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno węglanowe luzem","nazwa+cena","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno węglanowe big bag","nazwa+cena","20","0.78","/wapno-nawozowe-hurt/wapno-weglanowe-bez-magnezu-granulowane-big-bag-600kg/","10","2","0","1"
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno węglanowe 25 kg","nazwa+cena","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","lhoist","kopalnia","480","1.08","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","lhoist bukowa","kopalnia","390","2.36","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno bukowa","kopalnia","50","1.4","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","kopalnia celiny","kopalnia","320","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno celiny","kopalnia","10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno górażdże","kopalnia","20","2.42","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno tarnów opolski","kopalnia","10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno węglanowe","rodzaj ogólny","1000","0.8","/wapno-nawozowe-rolnictwo/weglanowe-odmiana-04/","9.9","988","1","5"
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno nawozowe węglanowe","rodzaj ogólny","40","0.01","/wapno-nawozowe-rolnictwo/weglanowe-granulowane/","18.9","187","0","5"
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno kredowe","rodzaj ogólny","590","0.48","/wapnowanie-gleby/","2","3","1","1"
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno nawozowe","rodzaj ogólny","1300","0.96","/wapno-nawozowe-rolnictwo/","11.1","667","2","3"
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno węglanowe czy tlenkowe","porównanie","10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno węglanowe czy magnezowe","porównanie","20","","/wapno-nawozowe-rolnictwo/weglanowe-magnez-granulowane/","8","2","0","2"
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno węglanowe czy granulowane","porównanie","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 04","315","wapno odmiana 04 czy 05","porównanie","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 05","316","wapno węglanowe odmiana 05","nazwa","10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 05","316","wapno odmiana 05","nazwa","20","","/wapno-nawozowe-rolnictwo/weglanowe-magnez-odmiana-05/","2.9","60","0","2"
"Wapno nawozowe węglanowe bez magnezu — Odmiana 05","316","wapno nawozowe odmiana 05","nazwa","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 05","316","wapno węglanowe bez magnezu","nazwa","10","0.55","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 05","316","wapno węglanowe 40","nazwa","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 05","316","kopalnia celiny","kopalnia","320","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 05","316","wapno celiny","kopalnia","10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 05","316","lhoist bukowa","kopalnia","390","2.37","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 05","316","wapno bukowa","kopalnia","50","1.4","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 05","316","ile wapna węglanowego na hektar","nazwa+dawka","40","3.76","/wapnowanie-gleby/","8.1","134","0","1"
"Wapno nawozowe węglanowe bez magnezu — Odmiana 05","316","wapno węglanowe cena","nazwa+cena","70","0.91","/wapnowanie-gleby/","2","1","0","1"
"Wapno nawozowe węglanowe bez magnezu — Odmiana 05","316","wapno węglanowe luzem","nazwa+cena","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 05","316","wapno węglanowe","rodzaj ogólny","1000","0.8","/wapno-nawozowe-rolnictwo/weglanowe-odmiana-04/","9.9","988","1","5"
"Wapno nawozowe węglanowe bez magnezu — Odmiana 05","316","wapno nawozowe węglanowe","rodzaj ogólny","40","0.01","/wapno-nawozowe-rolnictwo/weglanowe-granulowane/","18.9","187","0","5"
"Wapno nawozowe węglanowe bez magnezu — Odmiana 05","316","wapno węglanowe sypkie","rodzaj ogólny","20","1.32","/wapno-nawozowe-rolnictwo/weglanowe-magnez-odmiana-05/","8","6","0","2"
"Wapno nawozowe węglanowe bez magnezu — Odmiana 05","316","wapno odmiana 04 czy 05","porównanie","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu — Odmiana 05","316","wapno węglanowe czy tlenkowe","porównanie","10","","","","","",""
